date	location	variant	sequences
2021-10-03	Arizona	other	1
2021-10-04	Arizona	other	3
2021-10-05	Arizona	other	2
2021-10-06	Arizona	other	2
2021-10-08	Arizona	other	2
2021-10-09	Arizona	other	16
2021-10-10	Arizona	other	4
2021-10-11	Arizona	other	14
2021-10-12	Arizona	other	11
2021-10-13	Arizona	other	6
2021-10-14	Arizona	other	4
2021-10-15	Arizona	other	1
2021-10-16	Arizona	other	1
2021-10-17	Arizona	other	3
2021-10-18	Arizona	other	1
2021-10-20	Arizona	other	1
2021-10-21	Arizona	other	1
2021-10-22	Arizona	other	1
2021-10-24	Arizona	other	1
2021-10-25	Arizona	other	3
2021-10-26	Arizona	other	2
2021-10-27	Arizona	other	1
2021-10-28	Arizona	other	1
2021-10-29	Arizona	other	2
2021-10-30	Arizona	other	2
2021-10-31	Arizona	other	1
2021-11-02	Arizona	other	1
2021-11-03	Arizona	other	2
2021-11-04	Arizona	other	5
2021-11-05	Arizona	other	2
2021-11-06	Arizona	other	1
2021-11-07	Arizona	other	3
2021-11-08	Arizona	other	2
2021-11-09	Arizona	other	1
2021-11-10	Arizona	other	2
2021-11-11	Arizona	other	1
2021-11-13	Arizona	other	1
2021-11-14	Arizona	other	2
2021-11-15	Arizona	other	6
2021-11-16	Arizona	other	5
2021-11-17	Arizona	other	7
2021-11-18	Arizona	other	3
2021-11-19	Arizona	other	3
2021-11-20	Arizona	other	2
2021-11-22	Arizona	other	5
2021-11-23	Arizona	other	1
2021-11-26	Arizona	other	1
2021-11-29	Arizona	other	1
2021-12-07	Arizona	other	1
2021-12-08	Arizona	other	1
2021-12-10	Arizona	other	1
2021-12-13	Arizona	other	2
2021-12-14	Arizona	other	1
2021-10-03	Arizona	other	1
2021-10-04	Arizona	other	3
2021-10-05	Arizona	other	2
2021-10-06	Arizona	other	2
2021-10-08	Arizona	other	2
2021-10-09	Arizona	other	16
2021-10-10	Arizona	other	4
2021-10-11	Arizona	other	14
2021-10-12	Arizona	other	11
2021-10-13	Arizona	other	6
2021-10-14	Arizona	other	4
2021-10-15	Arizona	other	1
2021-10-16	Arizona	other	1
2021-10-17	Arizona	other	3
2021-10-18	Arizona	other	1
2021-10-20	Arizona	other	1
2021-10-21	Arizona	other	1
2021-10-22	Arizona	other	1
2021-10-24	Arizona	other	1
2021-10-25	Arizona	other	3
2021-10-26	Arizona	other	2
2021-10-27	Arizona	other	1
2021-10-28	Arizona	other	1
2021-10-29	Arizona	other	2
2021-10-30	Arizona	other	2
2021-10-31	Arizona	other	1
2021-11-02	Arizona	other	1
2021-11-03	Arizona	other	2
2021-11-04	Arizona	other	5
2021-11-05	Arizona	other	2
2021-11-06	Arizona	other	1
2021-11-07	Arizona	other	3
2021-11-08	Arizona	other	2
2021-11-09	Arizona	other	1
2021-11-10	Arizona	other	2
2021-11-11	Arizona	other	1
2021-11-13	Arizona	other	1
2021-11-14	Arizona	other	2
2021-11-15	Arizona	other	6
2021-11-16	Arizona	other	5
2021-11-17	Arizona	other	7
2021-11-18	Arizona	other	3
2021-11-19	Arizona	other	3
2021-11-20	Arizona	other	2
2021-11-22	Arizona	other	5
2021-11-23	Arizona	other	1
2021-11-26	Arizona	other	1
2021-11-29	Arizona	other	1
2021-12-07	Arizona	other	1
2021-12-08	Arizona	other	1
2021-12-10	Arizona	other	1
2021-12-13	Arizona	other	2
2021-12-14	Arizona	other	1
2021-10-01	Arizona	Delta	235
2021-10-02	Arizona	Delta	124
2021-10-03	Arizona	Delta	139
2021-10-04	Arizona	Delta	245
2021-10-05	Arizona	Delta	207
2021-10-06	Arizona	Delta	234
2021-10-07	Arizona	Delta	169
2021-10-08	Arizona	Delta	173
2021-10-09	Arizona	Delta	189
2021-10-10	Arizona	Delta	129
2021-10-11	Arizona	Delta	163
2021-10-12	Arizona	Delta	150
2021-10-13	Arizona	Delta	188
2021-10-14	Arizona	Delta	236
2021-10-15	Arizona	Delta	391
2021-10-16	Arizona	Delta	108
2021-10-17	Arizona	Delta	110
2021-10-18	Arizona	Delta	234
2021-10-19	Arizona	Delta	257
2021-10-20	Arizona	Delta	216
2021-10-21	Arizona	Delta	250
2021-10-22	Arizona	Delta	284
2021-10-23	Arizona	Delta	153
2021-10-24	Arizona	Delta	96
2021-10-25	Arizona	Delta	330
2021-10-26	Arizona	Delta	231
2021-10-27	Arizona	Delta	212
2021-10-28	Arizona	Delta	241
2021-10-29	Arizona	Delta	180
2021-10-30	Arizona	Delta	133
2021-10-31	Arizona	Delta	163
2021-11-01	Arizona	Delta	252
2021-11-02	Arizona	Delta	286
2021-11-03	Arizona	Delta	318
2021-11-04	Arizona	Delta	304
2021-11-05	Arizona	Delta	233
2021-11-06	Arizona	Delta	211
2021-11-07	Arizona	Delta	191
2021-11-08	Arizona	Delta	344
2021-11-09	Arizona	Delta	345
2021-11-10	Arizona	Delta	297
2021-11-11	Arizona	Delta	115
2021-11-12	Arizona	Delta	226
2021-11-13	Arizona	Delta	218
2021-11-14	Arizona	Delta	191
2021-11-15	Arizona	Delta	439
2021-11-16	Arizona	Delta	274
2021-11-17	Arizona	Delta	213
2021-11-18	Arizona	Delta	273
2021-11-19	Arizona	Delta	233
2021-11-20	Arizona	Delta	165
2021-11-21	Arizona	Delta	253
2021-11-22	Arizona	Delta	264
2021-11-23	Arizona	Delta	309
2021-11-24	Arizona	Delta	239
2021-11-25	Arizona	Delta	12
2021-11-26	Arizona	Delta	121
2021-11-27	Arizona	Delta	199
2021-11-28	Arizona	Delta	176
2021-11-29	Arizona	Delta	267
2021-11-30	Arizona	Delta	332
2021-12-01	Arizona	Delta	222
2021-12-02	Arizona	Delta	162
2021-12-03	Arizona	Delta	150
2021-12-04	Arizona	Delta	167
2021-12-05	Arizona	Delta	84
2021-12-06	Arizona	Delta	255
2021-12-07	Arizona	Delta	138
2021-12-08	Arizona	Delta	110
2021-12-09	Arizona	Delta	115
2021-12-10	Arizona	Delta	101
2021-12-11	Arizona	Delta	71
2021-12-12	Arizona	Delta	34
2021-12-13	Arizona	Delta	106
2021-12-14	Arizona	Delta	68
2021-12-15	Arizona	Delta	53
2021-12-16	Arizona	Delta	63
2021-12-05	Arizona	Omicron	2
2021-12-06	Arizona	Omicron	3
2021-12-07	Arizona	Omicron	3
2021-12-08	Arizona	Omicron	8
2021-12-09	Arizona	Omicron	2
2021-12-10	Arizona	Omicron	4
2021-12-11	Arizona	Omicron	2
2021-12-13	Arizona	Omicron	8
2021-12-14	Arizona	Omicron	22
2021-12-15	Arizona	Omicron	17
2021-12-16	Arizona	Omicron	24
2021-10-01	California	other	1
2021-10-02	California	other	2
2021-10-03	California	other	1
